vélo;utilisateur;depart;heure départ;arrivée;heure arrivée
777;27;101;2010-11-25T10:57:39;178;2010-11-26T16:04:42
1663;470;15;2010-11-25T11:03:40;29;2010-11-27T15:25:21
1360;460;150;2010-11-25T11:09:39;30;2010-11-29T00:15:43
1384;489;25;2010-11-25T11:16:23;112;2010-11-27T08:18:02
1483;66;177;2010-11-25T11:19:54;149;2010-11-27T11:09:27
1628;248;11;2010-11-25T11:31:28;52;2010-11-28T18:54:38
1301;190;154;2010-11-25T11:35:26;40;2010-11-30T11:30:47
938;1000487;164;2010-11-25T11:51:32;175;2010-11-25T22:08:17
1051;256;24;2010-11-25T11:59:11;6;2010-11-26T12:42:22
590;173;56;2010-11-25T12:07:30;115;2010-11-27T02:26:19
1797;1000480;176;2010-11-25T12:11:51;54;2010-12-09T08:39:17
1127;324;105;2010-11-25T12:16:23;156;2010-12-02T15:44:01
290;292;99;2010-11-25T12:57:32;2;2010-11-28T03:49:58
1493;281;70;2010-11-25T13:06:32;147;2010-12-01T01:10:37
1541;71;121;2010-11-25T13:12:17;37;2010-11-30T17:36:53
1613;223;48;2010-11-25T13:29:39;37;2010-11-26T16:02:12
328;197;173;2010-11-25T13:39:39;130;2010-11-26T13:28:42
136;318;75;2010-11-25T14:00:08;145;2010-11-29T06:58:04
528;299;10;2010-11-25T14:02:24;83;2010-11-26T10:40:31
1954;208;107;2010-11-25T14:05:29;73;2010-11-28T06:48:36
1842;117;90;2010-11-25T14:22:38;166;2010-11-25T23:53:02
326;453;27;2010-11-25T15:14:53;161;2010-11-27T19:02:20
874;276;127;2010-11-25T15:19:57;16;2010-11-28T15:00:20
502;272;88;2010-11-25T15:21:58;61;2010-11-30T08:02:58
305;120;153;2010-11-25T15:40:45;65;2010-11-26T12:27:29
234;100;60;2010-11-25T15:47:02;35;2010-11-26T23:30:18
476;51;147;2010-11-25T16:04:24;131;2010-11-26T19:51:10
500;479;2;2010-11-25T16:22:18;153;2010-11-26T11:20:40
1644;82;22;2010-11-25T16:28:16;63;2010-11-25T23:47:36
171;166;166;2010-11-25T16:38:15;96;2010-11-25T23:30:11
1195;29;26;2010-11-25T16:44:43;33;2010-11-28T09:46:06
1733;353;4;2010-11-25T17:11:05;39;2010-11-28T14:39:36
1710;340;47;2010-11-25T17:29:17;4;2010-11-26T23:51:32
976;407;142;2010-11-25T17:37:00;11;2010-11-29T23:35:06
1618;10;19;2010-11-25T17:55:28;144;2010-11-27T01:23:08
564;91;159;2010-11-25T18:46:31;40;2010-11-28T12:54:09
553;113;162;2010-11-25T18:50:26;42;2010-11-28T21:48:49
609;269;78;2010-11-25T18:58:57;123;2010-11-28T17:27:26
1477;191;13;2010-11-25T19:07:47;12;2010-11-26T04:43:47
1729;231;42;2010-11-25T19:13:53;31;2010-11-30T02:31:22
1225;413;37;2010-11-25T19:33:08;56;2010-11-28T08:03:22
962;361;109;2010-11-25T19:39:51;43;2010-12-05T23:03:15
1580;52;107;2010-11-25T20:01:07;97;2010-11-25T20:10:48
902;89;10;2010-11-25T20:05:41;138;2010-11-30T13:02:09
1827;320;90;2010-11-25T20:12:40;38;2010-11-30T09:20:16
503;185;72;2010-11-25T20:31:52;93;2010-11-30T12:09:09
263;440;88;2010-11-25T20:51:00;51;2010-11-28T01:27:14
706;88;32;2010-11-25T21:06:29;102;2010-11-26T06:56:07
812;368;159;2010-11-25T21:23:56;158;2010-11-27T16:35:14
1910;393;25;2010-11-25T21:48:50;104;2010-11-26T06:02:15
951;225;106;2010-11-25T21:53:05;168;2010-11-29T17:55:06
1594;92;17;2010-11-25T22:04:44;115;2010-11-30T03:51:36
945;155;172;2010-11-25T22:21:35;138;2010-11-26T20:03:19
1865;410;138;2010-11-25T22:24:18;49;2010-11-28T16:07:09
285;415;141;2010-11-25T22:33:01;12;2010-11-30T17:06:47
327;5;120;2010-11-25T22:41:47;31;2010-12-06T04:03:46
1076;70;34;2010-11-25T22:43:43;136;2010-11-30T17:52:28
37;245;24;2010-11-25T22:50:27;146;2010-12-01T11:40:10
1409;359;18;2010-11-25T22:54:26;51;2010-11-28T14:02:23
1331;309;120;2010-11-25T23:02:36;29;2010-11-26T02:17:19
1930;209;120;2010-11-25T23:04:56;125;2010-11-27T16:05:41
406;121;80;2010-11-25T23:18:27;152;2010-11-27T00:15:55
616;176;75;2010-11-25T23:26:44;119;2010-12-04T08:04:28
868;347;140;2010-11-25T23:38:54;23;2010-11-26T16:32:59
1866;114;93;2010-11-26T00:01:03;72;2010-11-27T16:25:28
729;188;20;2010-11-26T00:04:50;48;2010-12-02T04:28:51
819;30;111;2010-11-26T00:06:38;166;2010-12-04T23:48:06
1511;218;133;2010-11-26T00:15:26;83;2010-11-26T11:42:13
1496;247;10;2010-11-26T00:25:12;105;2010-11-29T12:28:04
1642;351;125;2010-11-26T00:35:33;65;2010-11-26T03:42:43
657;485;78;2010-11-26T00:42:21;161;2010-12-01T22:19:54
1260;3;115;2010-11-26T00:45:53;173;2010-11-26T07:24:21
1736;108;21;2010-11-26T00:56:50;111;2010-11-26T11:49:37
859;153;142;2010-11-26T01:02:53;175;2010-11-26T13:57:20
142;319;3;2010-11-26T01:05:40;61;2010-11-29T05:24:55
1023;34;142;2010-11-26T01:15:08;174;2010-12-01T01:45:29
1951;282;2;2010-11-26T01:41:44;164;2010-11-27T15:10:40
312;430;79;2010-11-26T01:45:02;133;2010-11-28T09:19:44
1212;117;28;2010-11-26T02:05:25;58;2010-11-27T22:30:34
498;40;161;2010-11-26T02:20:28;43;2010-11-27T12:44:26
1929;206;9;2010-11-26T02:27:12;138;2010-11-26T21:16:20
1960;296;33;2010-11-26T02:34:59;177;2010-11-26T14:06:12
1219;329;94;2010-11-26T02:46:38;49;2010-11-28T01:55:49
1326;83;40;2010-11-26T02:54:33;3;2010-11-27T06:31:34
447;199;158;2010-11-26T02:59:35;171;2010-11-26T17:02:08
1752;484;155;2010-11-26T03:09:38;156;2010-11-29T00:10:24
1680;445;173;2010-11-26T03:16:29;96;2010-12-03T02:11:51
640;224;150;2010-11-26T03:33:02;76;2010-11-28T23:07:15
1372;84;3;2010-11-26T03:53:45;28;2010-11-26T12:12:06
179;456;121;2010-11-26T04:00:05;99;2010-11-27T02:50:32
676;52;141;2010-11-26T04:05:20;97;2010-11-26T23:08:17
1664;85;74;2010-11-26T04:11:28;138;2010-11-26T04:30:24
463;351;119;2010-11-26T04:50:13;133;2010-11-26T08:51:13
1028;348;145;2010-11-26T05:00:12;169;2010-11-26T11:22:45
662;490;29;2010-11-26T05:05:22;156;2010-11-28T13:43:44
708;53;104;2010-11-26T05:21:35;94;2010-12-01T07:48:38
1556;167;37;2010-11-26T05:27:22;148;2010-11-27T12:10:55
1979;156;75;2010-11-26T05:34:47;18;2010-11-27T12:08:45
1295;455;47;2010-11-26T05:37:59;86;2010-11-26T21:38:05
1518;427;173;2010-11-26T05:43:41;100;2010-11-28T03:55:40
1830;441;153;2010-11-26T05:56:41;34;2010-11-27T00:32:48
26;396;6;2010-11-26T06:06:14;110;2010-11-29T08:10:06
1667;423;125;2010-11-26T06:29:56;165;2010-11-26T18:50:16
1131;322;124;2010-11-26T06:34:01;59;2010-11-27T17:28:30
767;127;50;2010-11-26T06:36:15;93;2010-12-01T00:55:43
277;270;67;2010-11-26T06:51:14;119;2010-11-28T02:16:46
1861;283;12;2010-11-26T07:03:28;44;2010-12-16T04:56:04
861;393;65;2010-11-26T07:19:16;72;2010-11-26T21:22:05
1882;16;162;2010-11-26T07:29:57;5;2010-11-28T17:04:13
1473;241;17;2010-11-26T07:31:39;82;2010-11-26T10:09:54
318;380;178;2010-11-26T07:39:27;97;2010-11-26T09:55:03
1190;242;132;2010-11-26T07:50:30;47;2010-11-27T14:13:17
1428;9;35;2010-11-26T07:59:23;57;2010-11-26T19:37:21
360;260;114;2010-11-26T08:06:53;25;2010-11-28T08:11:33
1509;334;15;2010-11-26T08:14:05;17;2010-12-02T07:02:03
1088;352;6;2010-11-26T08:25:43;101;2010-11-27T04:52:54
1275;65;91;2010-11-26T08:42:50;72;2010-12-02T15:04:05
1312;170;172;2010-11-26T08:56:00;84;2010-11-28T07:05:18
1950;356;115;2010-11-26T09:15:02;124;2010-11-26T23:00:04
712;385;158;2010-11-26T09:37:53;6;2010-11-26T20:30:52
1089;31;77;2010-11-26T09:42:57;31;2010-11-26T11:18:57
601;150;103;2010-11-26T10:02:18;64;2010-11-28T19:36:27
563;424;35;2010-11-26T10:12:43;41;2010-11-26T12:51:21
1160;4;152;2010-11-26T10:16:26;120;2010-11-26T22:36:33
1233;201;54;2010-11-26T10:32:24;96;2010-11-28T13:30:44
1396;316;14;2010-11-26T10:43:37;85;2010-11-29T03:23:26
1070;471;82;2010-11-26T11:01:06;112;2010-11-27T08:47:27
896;202;63;2010-11-26T11:06:10;91;2010-12-03T16:09:37
1404;184;135;2010-11-26T11:30:18;100;2010-11-28T02:42:18
1216;491;154;2010-11-26T11:34:39;121;2010-11-28T14:54:43
1484;24;9;2010-11-26T11:55:55;70;2010-11-29T04:19:48
1174;118;96;2010-11-26T11:58:00;97;2010-11-29T18:03:48
1508;0;10;2010-11-26T12:03:00;120;2010-11-29T16:50:19
484;380;96;2010-11-26T12:08:13;97;2010-11-26T14:37:29
376;483;162;2010-11-26T12:57:46;103;2010-11-27T13:14:24
1460;432;160;2010-11-26T13:16:43;163;2010-11-29T02:15:26
1386;497;15;2010-11-26T13:36:42;159;2010-11-30T21:09:23
931;106;121;2010-11-26T13:43:26;64;2010-11-27T22:50:42
210;67;36;2010-11-26T13:48:18;89;2010-11-28T02:29:37
678;399;95;2010-11-26T14:14:35;68;2010-11-28T08:28:52
1976;365;117;2010-11-26T14:18:32;138;2010-12-11T21:37:35
1549;60;97;2010-11-26T15:02:07;49;2010-11-29T11:40:12
957;328;135;2010-11-26T15:18:06;150;2010-11-26T23:13:30
1403;326;124;2010-11-26T15:23:32;91;2010-11-26T18:45:47
650;177;116;2010-11-26T15:36:56;168;2010-11-27T17:51:19
1323;87;150;2010-11-26T15:54:29;34;2010-12-02T13:59:51
1265;181;140;2010-11-26T16:13:20;164;2010-11-30T17:56:10
1919;198;86;2010-11-26T16:21:08;88;2010-11-27T14:34:58
1609;246;114;2010-11-26T16:37:40;14;2010-11-29T13:25:46
1192;442;27;2010-11-26T16:45:58;47;2010-11-27T09:13:39
858;147;145;2010-11-26T17:04:02;134;2010-11-30T10:54:32
1676;134;99;2010-11-26T17:14:55;74;2010-11-27T06:23:12
1422;303;62;2010-11-26T17:16:54;62;2010-11-28T17:42:14
1994;495;59;2010-11-26T17:37:24;39;2010-11-27T18:21:42
125;338;137;2010-11-26T17:50:37;173;2010-11-26T23:59:15
977;133;51;2010-11-26T18:17:46;47;2010-11-28T01:15:25
1488;414;73;2010-11-26T18:28:17;153;2010-11-27T01:45:27
1322;371;51;2010-11-26T18:37:01;115;2010-11-29T04:52:58
973;309;100;2010-11-26T18:59:52;158;2010-11-27T13:48:42
1946;259;26;2010-11-26T19:02:20;42;2010-11-29T05:50:55
1846;22;156;2010-11-26T19:11:46;167;2010-12-01T07:53:25
1397;357;19;2010-11-26T19:21:05;136;2010-11-28T23:04:21
1075;1000487;62;2010-11-26T19:24:11;62;2010-11-30T08:49:54
1464;62;145;2010-11-26T19:28:55;25;2010-11-27T03:04:27
428;182;175;2010-11-26T19:44:57;76;2010-11-28T13:39:35
1669;175;122;2010-11-26T20:11:20;138;2010-11-29T23:50:27
375;85;96;2010-11-26T20:13:37;95;2010-11-27T16:48:54
1839;465;176;2010-11-26T20:17:52;47;2010-11-27T20:40:10
1394;241;93;2010-11-26T20:25:31;119;2010-12-05T16:12:11
1177;479;13;2010-11-26T20:50:46;139;2010-11-29T17:16:34
77;228;133;2010-11-26T20:58:45;72;2010-11-29T01:05:32
554;475;0;2010-11-26T21:09:58;150;2010-11-27T11:41:50
1745;197;164;2010-11-26T21:45:30;117;2010-11-27T07:46:37
1640;160;66;2010-11-26T21:49:28;54;2010-11-30T08:19:57
377;284;9;2010-11-26T21:56:37;178;2010-11-30T16:42:00
747;78;66;2010-11-26T22:10:55;102;2010-12-01T10:29:36
648;192;22;2010-11-26T22:20:04;124;2010-11-29T07:17:06
404;290;129;2010-11-26T22:25:24;34;2010-11-27T17:05:28
1479;205;52;2010-11-26T22:55:49;36;2010-11-28T18:07:56
1380;480;45;2010-11-26T23:21:21;61;2010-11-27T06:19:55
1007;179;122;2010-11-26T23:39:05;121;2010-12-01T16:14:19
161;437;31;2010-11-26T23:47:22;57;2010-11-28T01:08:04
981;230;45;2010-11-26T23:54:16;5;2010-11-28T04:50:09
1466;31;10;2010-11-27T00:06:32;138;2010-11-27T12:17:20
1255;220;26;2010-11-27T00:30:49;75;2010-12-02T13:36:39
1918;472;158;2010-11-27T00:39:24;22;2010-11-30T17:13:38
715;166;128;2010-11-27T00:41:31;172;2010-12-01T05:27:59
1029;289;15;2010-11-27T00:47:52;138;2010-12-01T07:36:46
1606;342;125;2010-11-27T01:01:59;36;2010-11-27T13:27:26
1114;139;123;2010-11-27T01:08:04;5;2010-11-28T07:22:48
3;77;56;2010-11-27T01:17:16;162;2010-12-01T07:22:05
216;405;55;2010-11-27T01:27:10;118;2010-12-01T15:42:49
1695;351;117;2010-11-27T01:30:57;147;2010-12-02T19:57:41
1193;196;25;2010-11-27T01:52:59;89;2010-12-03T15:33:27
208;398;131;2010-11-27T01:55:14;141;2010-11-27T04:12:18
480;403;127;2010-11-27T02:04:15;10;2010-11-29T08:34:36
961;423;16;2010-11-27T02:09:16;140;2010-11-28T16:58:19
1532;422;36;2010-11-27T02:19:16;83;2010-11-27T10:05:57
1660;183;120;2010-11-27T02:31:53;168;2010-11-29T12:20:13
1415;115;148;2010-11-27T02:36:59;48;2010-11-28T18:00:25
831;393;106;2010-11-27T02:57:24;157;2010-11-28T13:34:13
826;378;89;2010-11-27T03:08:03;90;2010-11-28T05:49:42
1280;131;44;2010-11-27T03:18:21;10;2010-11-29T11:05:51
588;120;78;2010-11-27T03:25:19;85;2010-11-27T05:22:42
1940;48;136;2010-11-27T03:59:24;13;2010-12-06T18:09:26
913;433;34;2010-11-27T04:19:18;127;2010-11-27T10:47:39
1754;125;103;2010-11-27T04:28:34;42;2010-11-30T08:55:14
1618;261;144;2010-11-27T04:37:17;76;2010-12-02T11:13:42
864;458;57;2010-11-27T04:44:27;83;2010-11-27T12:30:42
231;256;61;2010-11-27T04:58:22;126;2010-11-29T15:56:22
72;17;132;2010-11-27T05:03:06;7;2010-11-27T05:31:47
1047;454;119;2010-11-27T05:07:13;67;2010-12-01T01:25:33
1972;187;38;2010-11-27T05:13:32;20;2010-11-27T12:01:21
476;478;131;2010-11-27T05:16:54;172;2010-11-28T01:25:07
1670;73;146;2010-11-27T05:41:02;125;2010-11-29T04:08:30
184;55;4;2010-11-27T05:46:22;165;2010-11-27T22:13:05
522;298;33;2010-11-27T05:52:48;111;2010-12-02T19:48:15
235;142;3;2010-11-27T06:12:56;24;2010-12-02T03:41:41
21;332;48;2010-11-27T06:35:11;2;2010-12-02T03:55:39
1135;243;94;2010-11-27T06:38:04;75;2010-12-04T08:59:21
51;444;65;2010-11-27T06:42:38;109;2010-11-27T08:23:35
1654;338;14;2010-11-27T06:55:20;29;2010-11-29T04:47:20
619;426;64;2010-11-27T07:10:33;15;2010-11-29T05:19:47
266;402;15;2010-11-27T07:14:18;140;2010-12-01T00:04:01
126;310;159;2010-11-27T07:58:23;88;2010-11-30T01:59:28
1821;227;41;2010-11-27T08:21:13;14;2010-11-27T22:58:55
882;69;34;2010-11-27T08:34:15;154;2010-11-27T19:51:33
299;473;75;2010-11-27T08:44:06;33;2010-11-28T05:04:54
76;27;37;2010-11-27T08:49:49;80;2010-12-04T14:33:24
1575;401;150;2010-11-27T08:52:21;23;2010-12-06T07:23:52
46;17;83;2010-11-27T08:57:17;141;2010-11-27T12:58:11
1992;194;43;2010-11-27T09:00:10;45;2010-11-28T07:29:18
1381;314;82;2010-11-27T09:06:29;139;2010-11-29T13:06:07
846;121;46;2010-11-27T09:20:57;177;2010-11-29T01:27:05
1530;443;10;2010-11-27T09:36:08;153;2010-11-28T06:50:17
780;421;75;2010-11-27T09:43:08;13;2010-11-29T13:41:17
1784;84;123;2010-11-27T09:48:06;37;2010-11-27T13:17:37
1307;128;177;2010-11-27T09:56:02;0;2010-11-28T01:32:07
347;400;52;2010-11-27T09:58:47;82;2010-11-28T16:37:25
1897;161;56;2010-11-27T10:11:06;4;2010-11-30T20:37:48
1878;494;169;2010-11-27T10:23:48;38;2010-11-28T21:12:31
1095;1000490;170;2010-11-27T10:30:57;82;2010-11-27T13:30:21
15;173;147;2010-11-27T10:35:38;0;2010-12-04T01:20:05
1213;82;69;2010-11-27T10:53:47;138;2010-11-28T22:20:51
1828;178;23;2010-11-27T11:00:14;122;2010-11-30T14:36:33
1537;362;15;2010-11-27T11:27:15;4;2010-11-29T08:18:07
407;144;152;2010-11-27T11:33:39;117;2010-11-29T03:38:58
272;354;77;2010-11-27T12:25:03;57;2010-11-30T10:58:32
1482;90;63;2010-11-27T12:34:47;111;2010-11-29T08:01:08
787;13;149;2010-11-27T13:07:13;102;2010-11-28T18:35:51
1626;279;73;2010-11-27T13:37:27;176;2010-12-03T09:14:50
1187;475;75;2010-11-27T13:46:28;76;2010-11-30T06:35:29
356;240;167;2010-11-27T13:58:40;91;2010-12-01T02:53:26
1793;88;91;2010-11-27T14:01:07;44;2010-11-27T18:15:03
1722;420;107;2010-11-27T14:03:52;136;2010-11-28T00:40:45
303;487;26;2010-11-27T14:17:19;153;2010-12-02T16:18:45
1501;404;91;2010-11-27T14:24:35;93;2010-11-29T16:16:56
643;299;165;2010-11-27T14:38:06;30;2010-12-06T00:13:15
306;280;139;2010-11-27T14:45:55;34;2010-11-27T21:27:19
1474;17;149;2010-11-27T14:54:24;172;2010-12-06T12:33:57
1595;482;162;2010-11-27T14:57:51;94;2010-11-29T09:01:31
1993;52;18;2010-11-27T15:00:57;151;2010-12-03T04:03:38
1342;199;99;2010-11-27T15:19:09;163;2010-11-29T00:30:32
973;191;158;2010-11-27T15:33:33;144;2010-12-06T03:36:30
698;414;170;2010-11-27T15:40:05;47;2010-11-28T19:30:32
1158;496;90;2010-11-27T15:52:04;7;2010-11-28T05:47:22
1841;311;171;2010-11-27T15:57:00;141;2010-11-29T00:44:29
628;103;91;2010-11-27T16:39:02;34;2010-11-28T21:20:04
631;95;59;2010-11-27T17:37:46;101;2010-12-04T06:29:04
924;306;58;2010-11-27T17:43:56;123;2010-12-01T06:29:16
1459;294;145;2010-11-27T18:01:37;59;2010-11-28T01:36:49
1362;238;177;2010-11-27T18:09:06;34;2010-12-04T04:48:47
388;85;177;2010-11-27T18:13:21;125;2010-11-28T21:10:06
1393;300;87;2010-11-27T18:25:57;49;2010-11-28T05:01:07
1838;101;160;2010-11-27T18:32:26;5;2010-11-30T13:57:50
1864;499;26;2010-11-27T18:41:25;11;2010-11-28T01:02:49
1757;211;161;2010-11-27T18:47:42;121;2010-11-29T14:47:26
488;422;169;2010-11-27T18:54:12;129;2010-12-13T22:05:04
1990;416;25;2010-11-27T18:56:13;84;2010-11-28T12:05:01
1330;152;69;2010-11-27T19:10:42;44;2010-12-01T12:50:09
219;469;78;2010-11-27T19:18:20;110;2010-11-29T01:01:53
1566;264;178;2010-11-27T19:44:52;101;2010-11-28T18:24:39
1165;302;87;2010-11-27T19:55:07;147;2010-11-28T23:51:57
1818;35;172;2010-11-27T20:00:47;68;2010-11-29T13:49:50
1909;62;4;2010-11-27T20:05:19;118;2010-12-01T01:53:03
1084;408;146;2010-11-27T20:11:40;164;2010-11-28T08:33:45
675;187;142;2010-11-27T20:30:16;157;2010-12-03T21:27:11
1560;433;161;2010-11-27T20:54:47;78;2010-11-29T18:52:34
1198;216;137;2010-11-27T21:09:16;38;2010-11-28T02:35:07
269;114;39;2010-11-27T21:12:44;11;2010-11-29T22:41:10
1658;431;27;2010-11-27T21:19:49;129;2010-11-28T12:28:41
832;489;37;2010-11-27T21:36:11;172;2010-11-28T10:27:42
1262;155;115;2010-11-27T21:40:10;125;2010-12-03T08:26:58
1986;250;133;2010-11-27T21:42:16;59;2010-11-28T04:36:52
298;239;18;2010-11-27T22:01:00;148;2010-11-29T09:04:53
967;374;116;2010-11-27T22:07:05;129;2010-12-02T12:34:57
1499;218;102;2010-11-27T22:20:05;72;2010-11-28T16:40:42
1681;223;148;2010-11-27T22:27:49;119;2010-11-30T18:25:56
963;232;72;2010-11-27T22:38:59;176;2010-11-28T19:21:22
1199;209;136;2010-11-27T22:45:28;46;2010-11-28T00:34:38
1769;249;166;2010-11-27T23:05:19;82;2010-11-29T14:53:26
1123;291;105;2010-11-27T23:11:42;141;2010-11-28T06:43:25
155;12;88;2010-11-27T23:18:29;34;2010-11-29T00:20:19
540;69;90;2010-11-27T23:25:49;108;2010-11-28T02:49:41
782;162;48;2010-11-27T23:35:32;104;2010-12-02T07:57:35
152;31;17;2010-11-27T23:44:41;142;2010-12-01T04:59:33
9;476;145;2010-11-27T23:53:36;169;2010-11-28T21:58:17
1737;219;158;2010-11-28T00:02:18;75;2010-12-05T09:46:27
307;368;97;2010-11-28T00:11:15;35;2010-12-05T23:05:08
1024;435;150;2010-11-28T00:19:33;111;2010-12-01T20:35:48
1359;343;137;2010-11-28T00:26:28;90;2010-11-28T11:24:36
137;455;111;2010-11-28T00:38:09;55;2010-11-28T07:18:44
361;328;27;2010-11-28T00:46:04;26;2010-11-28T22:47:19
1673;336;28;2010-11-28T00:48:32;34;2010-12-02T16:25:42
1711;209;57;2010-11-28T00:54:00;146;2010-11-28T16:49:05
886;385;149;2010-11-28T01:00:46;26;2010-12-01T19:23:41
124;440;131;2010-11-28T01:46:20;157;2010-11-30T01:13:14
1951;448;164;2010-11-28T01:51:15;51;2010-12-01T22:07:29
1199;2;46;2010-11-28T01:59:01;174;2010-12-03T12:02:48
1419;83;9;2010-11-28T02:01:30;12;2010-11-29T20:06:21
1611;483;127;2010-11-28T02:03:49;72;2010-11-30T03:17:38
555;236;13;2010-11-28T02:07:37;3;2010-11-28T07:42:43
827;349;85;2010-11-28T02:11:07;124;2010-11-28T03:24:42
948;465;65;2010-11-28T02:25:51;166;2010-12-02T02:24:05
1657;122;33;2010-11-28T02:58:41;95;2010-11-28T04:01:58
1830;301;34;2010-11-28T03:05:30;167;2010-11-28T06:35:13
511;67;161;2010-11-28T03:15:18;9;2010-11-28T18:44:53
1219;108;49;2010-11-28T03:32:33;63;2010-11-28T16:13:21
1192;478;47;2010-11-28T03:42:14;131;2010-12-03T03:58:17
1098;397;177;2010-11-28T04:10:38;121;2010-12-02T00:34:12
1564;9;82;2010-11-28T04:19:36;108;2010-12-05T22:20:34
882;285;154;2010-11-28T04:34:01;150;2010-11-30T09:06:31
6;143;83;2010-11-28T04:41:42;1;2010-11-29T11:43:16
629;184;178;2010-11-28T04:58:13;100;2010-11-29T08:23:02
554;341;150;2010-11-28T05:13:45;50;2010-11-29T04:41:29
889;193;65;2010-11-28T05:26:12;38;2010-11-28T09:53:25
626;369;3;2010-11-28T05:32:35;73;2010-12-01T18:06:24
911;293;149;2010-11-28T05:34:15;149;2010-11-30T15:47:42
587;387;34;2010-11-28T05:58:51;177;2010-11-30T21:17:12
1406;107;174;2010-11-28T06:10:56;47;2010-12-01T05:14:06
1183;265;36;2010-11-28T06:16:57;110;2010-11-30T19:32:37
103;156;88;2010-11-28T06:19:16;75;2010-11-30T19:38:28
1608;339;61;2010-11-28T06:28:44;130;2010-11-29T23:00:55
790;250;47;2010-11-28T06:39:57;22;2010-11-28T15:04:34
1653;128;123;2010-11-28T07:07:49;37;2010-11-30T13:10:25
732;456;136;2010-11-28T07:13:30;159;2010-11-28T19:04:20
1748;212;39;2010-11-28T07:33:08;42;2010-12-04T12:31:31
650;84;168;2010-11-28T07:46:20;145;2010-11-28T15:36:09
638;171;80;2010-11-28T07:55:42;8;2010-11-30T04:44:55
1327;66;23;2010-11-28T08:08:55;100;2010-12-02T06:31:05
1635;305;54;2010-11-28T08:19:30;173;2010-11-29T11:24:20
102;214;43;2010-11-28T08:27:01;2;2010-12-05T03:03:39
1589;427;118;2010-11-28T08:38:53;113;2010-12-01T07:42:29
845;470;82;2010-11-28T08:45:30;64;2010-12-02T23:26:27
1602;329;174;2010-11-28T08:50:37;93;2010-11-28T22:13:05
1523;216;170;2010-11-28T08:59:55;155;2010-11-28T12:25:49
531;442;53;2010-11-28T09:02:06;149;2010-12-04T05:54:12
966;313;109;2010-11-28T09:09:08;147;2010-11-28T21:18:10
1821;301;14;2010-11-28T09:16:15;132;2010-11-28T12:35:42
639;253;100;2010-11-28T09:35:32;154;2010-11-29T01:47:12
446;493;171;2010-11-28T09:40:16;85;2010-11-28T18:47:52
809;290;28;2010-11-28T10:04:35;98;2010-12-04T23:17:07
1172;254;148;2010-11-28T10:13:27;57;2010-12-03T13:59:02
366;477;4;2010-11-28T10:23:20;24;2010-11-30T14:16:28
1500;6;85;2010-11-28T10:34:44;22;2010-12-01T16:53:19
750;203;70;2010-11-28T10:50:30;125;2010-11-28T13:48:39
697;230;113;2010-11-28T11:08:24;59;2010-11-29T21:30:58
150;419;128;2010-11-28T11:20:34;77;2010-11-30T02:42:20
1999;327;145;2010-11-28T11:28:22;133;2010-11-28T12:43:18
1234;309;61;2010-11-28T11:36:10;166;2010-11-29T05:44:53
1094;234;153;2010-11-28T11:48:24;148;2010-12-02T05:16:51
178;480;167;2010-11-28T11:58:08;96;2010-12-05T06:24:33
1338;390;3;2010-11-28T12:11:28;2;2010-11-29T00:23:37
339;447;55;2010-11-28T12:20:02;90;2010-12-01T13:44:21
438;206;154;2010-11-28T12:23:00;24;2010-11-30T09:58:11
718;346;90;2010-11-28T13:00:34;51;2010-12-01T13:04:53
630;134;62;2010-11-28T13:08:13;25;2010-12-03T03:38:07
447;343;171;2010-11-28T13:18:36;61;2010-11-30T03:15:01
579;394;55;2010-11-28T13:55:16;51;2010-11-29T05:08:41
1915;323;22;2010-11-28T13:58:47;64;2010-11-28T18:18:51
1211;301;112;2010-11-28T14:07:02;70;2010-11-29T19:49:59
1582;165;141;2010-11-28T14:13:29;137;2010-11-28T17:53:14
965;444;25;2010-11-28T14:20:14;37;2010-11-30T18:45:41
1794;186;0;2010-11-28T14:24:49;77;2010-11-28T20:25:28
1965;459;130;2010-11-28T14:46:14;54;2010-11-29T09:42:33
1533;399;115;2010-11-28T15:09:13;62;2010-12-02T09:31:28
1535;300;137;2010-11-28T15:15:45;10;2010-12-10T14:53:54
1034;352;65;2010-11-28T15:24:17;109;2010-11-30T05:46:11
1153;153;2;2010-11-28T15:32:28;15;2010-12-01T12:08:49
1114;157;5;2010-11-28T15:38:34;46;2010-11-28T21:50:30
1185;177;142;2010-11-28T15:40:57;30;2010-12-02T00:50:54
1403;41;91;2010-11-28T15:48:02;67;2010-11-29T03:21:23
1072;380;110;2010-11-28T15:53:06;176;2010-11-30T13:28:56
781;363;89;2010-11-28T15:58:34;108;2010-11-29T10:49:15
1568;296;4;2010-11-28T16:19:06;129;2010-12-07T01:21:56
161;345;57;2010-11-28T16:31:52;80;2010-12-03T16:41:42
774;499;158;2010-11-28T17:09:34;163;2010-11-29T05:12:09
795;423;39;2010-11-28T17:15:24;12;2010-12-07T20:55:39
1711;69;146;2010-11-28T17:24:35;10;2010-11-28T20:35:09
1475;430;110;2010-11-28T17:49:53;123;2010-12-02T16:12:05
64;106;91;2010-11-28T17:57:26;56;2010-11-30T11:16:08
1296;204;64;2010-11-28T18:13:59;36;2010-11-28T23:46:08
1140;277;5;2010-11-28T18:30:43;27;2010-11-29T00:02:34
1679;348;33;2010-11-28T18:59:11;109;2010-12-01T11:26:25
